x1,x2,label
56.13074921652506,61.00667693546004,0
49.87115653026862,43.68753089124715,0
53.86876878859261,62.47762414627451,0
53.55884586851596,52.686585228305354,0
55.38283042170779,52.92548837508896,0
50.55263964692371,48.43590947982121,0
49.78629364552178,49.38688975570199,0
49.406191287956524,49.14388711509487,0
47.07192616086957,45.52881870891628,0
49.17249937066918,47.94383803717228,0
50.89908419447067,49.61249329455244,0
52.97783320027744,47.53773201354932,0
48.876116044150436,52.14397859006891,0
42.73418327845676,52.24002044636334,0
57.610734133483035,47.64610769489031,0
45.49259822171522,50.45437144981015,0
41.550439642064006,46.27242246298332,0
53.350659657526386,55.06213724045723,0
53.24743110864801,55.98075994322261,0
46.93758177978639,45.727465159993294,0
50.004046152253174,44.87043115294967,0
59.008340295226084,50.41024498528648,0
47.82580431821048,54.28050110044452,0
46.08555780171915,44.412289737860796,0
48.93732731605881,51.44510206244729,0
58.08682140992837,57.17543467601351,0
51.46175787493969,43.7180429682438,0
48.343291644950966,46.33553597132336,0
51.69897011937619,51.6686821092338,0
47.18936169929012,45.61828082373549,0
47.84578729378739,49.4728533637613,0
49.83218147253813,49.993128265785295,0
49.98812360457716,52.99491606108535,0
50.89583793223814,52.08248926268466,0
41.93465703131405,46.8514889340565,0
47.86617896127588,52.389795020509666,0
49.70727890122866,55.47670795079625,0
51.241557623926454,44.90847259103194,0
51.61808058472847,51.210385724980455,0
54.86871311111172,58.63814124067203,0
50.67448858494478,46.38703109473412,0
47.94509666043985,47.833645428422145,0
52.456294468695646,59.14969764445286,0
52.13977357872983,46.54794877121346,0
53.31738093254461,49.22242480551472,0
53.85538807673115,46.50073267208069,0
49.380188156517825,47.294235534267166,0
44.137821578596885,50.35033443121261,0
40.0441220485628,49.6695545410459,0
59.0177222215415,55.476363461911376,0
49.53313893546995,51.05558515955906,0
54.13694995653163,56.74440566123948,0
53.56476580275559,48.602238350091575,0
59.87656986655924,48.68502053855638,0
49.01103247387079,50.477191959305856,0
55.10939747378691,51.21225505116459,0
49.97374117860028,56.35049427463302,0
51.90044031074851,49.426740551772596,0
53.07297760807354,45.9304267631991,0
50.756410858250135,51.92089539823803,0
51.53152660317475,49.390279033887765,0
50.37099023616945,45.03895150354956,0
41.014814464591204,47.78111018939622,0
54.64047201839403,55.739988676876315,0
48.93837217160098,48.17348326014084,0
47.148849361310084,46.75427805371445,0
57.601154170590725,55.442136573072,0
43.29524146932058,53.16256335384776,0
55.93608877782989,57.345517414960135,0
38.55515814133716,36.458025573293284,0
53.31486859970189,57.05714663364013,0
57.88145314215427,51.69823568624091,0
53.82252954575841,49.43549150952264,0
55.00300145224023,48.65002594518521,0
45.42619372819457,43.914930603881054,0
52.835138927222644,47.80671394808997,0
55.226083342401544,49.97692861463615,0
40.09736489513064,44.40666521982382,0
49.18130556096434,47.41832017180384,0
53.918547539632286,53.29308568891431,0
49.36484161347094,47.32876956375687,0
44.30625453000409,50.44345192835304,0
52.03997467262591,46.97867332289832,0
50.43913482032427,53.19996662569022,0
46.241111805231355,50.33339557040736,0
57.12125175175271,55.25894465349407,0
46.04483168393675,44.012834680244936,0
49.70072902057121,49.099812382730285,0
45.40468911540321,46.54411103022093,0
55.80596979190983,50.84227629038353,0
44.61147236131626,44.94173433253927,0
46.34095386115924,44.2133665956339,0
53.034789039641495,49.18400647921333,0
46.74461654452163,51.3690112833734,0
47.5468458067341,50.72896250361229,0
53.49378379641255,53.01909381264673,0
50.64872461137399,49.27849104234899,0
54.63428082759124,53.27847478291744,0
37.53462276540749,36.959266021455875,0
49.609422026837535,56.576813824081,0
48.175641352187,56.06239066157934,0
57.145500214271415,53.811943481571184,0
43.36736811480723,42.20348888420851,0
50.194380338097766,45.703226468028404,0
46.642727440061904,46.68969026341546,0
56.16693599733395,58.78535229357505,0
47.61500898314897,49.77041539514077,0
49.46566132370938,47.36145612893074,0
54.68901883366206,56.62709707517947,0
43.46503151365442,44.56882507056472,0
43.89955278450354,46.35258388632946,0
51.69878977324704,54.32106765148161,0
54.32764942199735,57.77292372783882,0
50.89023542130583,52.45357696754677,0
59.783751671737456,52.42051679212992,0
53.29446654151745,51.116858416763066,0
51.72028506061892,51.12288849453934,0
49.66297931628638,47.66167581601518,0
54.347892758397435,53.39464854736106,0
45.28434442523621,54.62214785956322,0
55.00086138742109,55.34766328502976,0
54.5610518114005,54.24094544153867,0
50.190139299701464,52.85308990011192,0
52.80536890751406,53.23643819117116,0
58.19985315778907,45.937346241819924,0
54.10203025574318,51.59581021090223,0
42.29713802510304,48.76554044055573,0
53.441857976887064,46.59944715090404,0
48.76562809678532,47.194530259511794,0
46.34514428168979,54.76108391806942,0
45.02625725231111,48.005505388565,0
51.54463459743429,44.81799352198257,0
50.0557955915859,48.58467478981765,0
42.50437447470656,43.895949011490394,0
51.00514859976584,45.89577633129147,0
51.955393803982275,46.980859532611795,0
44.15379666764019,48.51360065585532,0
46.19367756353788,52.64007296681605,0
48.588905974975376,44.05857689835989,0
53.08360949488576,49.27394840524745,0
44.92762929750195,51.512609875794936,0
48.79333466492028,51.57806811565306,0
51.33826194638676,40.66558699738515,0
52.24804552644619,49.18990322018537,0
50.40757531347707,47.650541906947474,0
57.281542163663325,54.496588216205154,0
48.63957382932587,47.6794841647377,0
43.00909908762036,47.17481120733337,0
52.08912541510659,49.742535467527944,0
53.25591319807328,50.05659082202185,0
50.54472059459916,52.41632977519806,0
41.65048332672853,48.08951027923894,0
49.65275569887289,49.14108900118138,0
48.55454271129404,54.34245268404327,0
57.262195791110585,50.92777661157494,0
54.57160674025568,51.90667530326191,0
43.88186914440389,44.0916776154685,0
49.602537750177504,48.39057299529681,0
47.009819803768856,45.765098858969715,0
51.71287547289321,50.429450845703094,0
45.36055351298722,49.31301424115067,0
50.03629741761731,59.2349642834706,0
50.397215539647895,49.231614386896304,0
47.91249153083195,45.21120925315664,0
52.71395598658893,47.38156258091189,0
46.724597523473626,49.12159658584415,0
52.101354543514894,50.775747399561766,0
47.30194023962436,48.80427829064263,0
50.47179827083773,51.64029033609463,0
48.4277503516432,47.98745804101579,0
49.25038101525112,49.69559796101515,0
47.62495612458566,47.01277673872532,0
51.01638519255916,53.17278150880005,0
51.79251696361641,54.708683394216656,0
54.084835459453096,52.96223889647623,0
46.32036418686265,48.54843384778408,0
53.08421791472655,47.89911695276796,0
54.680497226612324,52.499866122102105,0
47.67965787685158,52.5365856894581,0
46.689180631831725,49.44243716362074,0
52.68335006462251,51.69912192107038,0
39.57725095042733,46.67978704073518,0
54.58086228784477,45.72424962788372,0
52.762452947944205,57.304346218000525,0
54.629499472513054,52.15443304536503,0
51.81254284036617,47.60905400884169,0
47.14198150796844,53.98151641742282,0
47.29585006403209,50.26963953226115,0
51.47320796902377,51.68474157251731,0
46.954831086047164,48.53508567754826,0
53.30486717051079,56.552085550436296,0
58.98786901704048,57.94144308765714,0
60.32130594622329,59.96406632510789,0
50.982130511815335,51.28007328815998,0
47.06735629355042,49.321739564750125,0
50.86227550306696,51.76523376306685,0
